brand,model,color,registration_date,year,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km
alfa-romeo,Alfa Romeo Spider,black,Jul-96,1996,8990,192,Manual,Petrol,11.0,168600.0
alfa-romeo,Alfa Romeo Spider,blue,Oct-00,2000,21800,192,Manual,Petrol,11.0,100000.0
alfa-romeo,Alfa Romeo Spider,black,Apr-00,2000,4199,192,Manual,Petrol,11.0,168000.0
alfa-romeo,Alfa Romeo 156,red,Mar-01,2001,1300,192,Automatic,Petrol,12.0,187000.0
alfa-romeo,Alfa Romeo 156,black,May-01,2001,4900,192,Manual,Petrol,10.0,186000.0
alfa-romeo,Alfa Romeo 147,black,May-03,2003,2800,150,Manual,Petrol,8.0,191552.0
alfa-romeo,Alfa Romeo 156,black,Nov-04,2004,1950,116,Manual,Diesel,6.0,196000.0
alfa-romeo,Alfa Romeo 159,silver,Sep-05,2005,1500,150,Manual,Diesel,6.0,163843.0
alfa-romeo,Alfa Romeo 159,grey,May-06,2006,1950,150,Manual,Diesel,6.0,400000.0
alfa-romeo,Alfa Romeo 159,red,Apr-06,2006,3500,150,Manual,Diesel,6.0,248000.0
alfa-romeo,Alfa Romeo 159,black,Jun-06,2006,2250,150,Manual,Diesel,6.0,215000.0
alfa-romeo,Alfa Romeo 159,black,Jul-07,2007,3900,185,Manual,Petrol,8.0,188000.0
alfa-romeo,Alfa Romeo 159,silver,Jul-07,2007,3000,150,Manual,Diesel,6.0,197000.0
alfa-romeo,Alfa Romeo 159,grey,Oct-08,2008,3600,150,Manual,Diesel,6.0,142000.0
alfa-romeo,Alfa Romeo,black,Oct-08,2008,2450,150,Manual,Diesel,6.0,221868.0
alfa-romeo,Alfa Romeo 159,red,Jul-09,2009,6900,200,Manual,Petrol,8.0,134000.0
alfa-romeo,Alfa Romeo 159,black,Dec-09,2009,6949,200,Manual,Petrol,8.0,145000.0
alfa-romeo,Alfa Romeo 159,black,Sep-09,2009,6990,200,Manual,Petrol,8.0,123000.0
alfa-romeo,Alfa Romeo 159,black,Mar-09,2009,4490,150,Manual,Diesel,6.0,171200.0
alfa-romeo,Alfa Romeo 159,white,Nov-09,2009,10500,200,Manual,Petrol,8.0,142000.0
alfa-romeo,Alfa Romeo 159,silver,Oct-10,2010,6300,200,Manual,Petrol,8.0,222400.0
alfa-romeo,Alfa Romeo MiTo,black,Sep-11,2011,9000,170,Manual,Petrol,6.0,104450.0
alfa-romeo,Alfa Romeo 159,black,Jan-11,2011,9500,200,Manual,Petrol,8.0,163000.0
alfa-romeo,Alfa Romeo MiTo,bronze,May-12,2012,7500,170,Manual,Petrol,6.0,106000.0
alfa-romeo,Alfa Romeo Giulietta,grey,Oct-12,2012,8450,140,Manual,Diesel,4.0,147000.0
alfa-romeo,Alfa Romeo MiTo,red,Oct-12,2012,7800,170,Manual,Petrol,6.0,130744.0
alfa-romeo,Alfa Romeo MiTo,white,Mar-13,2013,7990,170,Manual,Petrol,6.0,147000.0
alfa-romeo,Alfa Romeo MiTo,white,Feb-13,2013,4000,95,Manual,Diesel,4.0,207429.0
alfa-romeo,Alfa Romeo MiTo,white,Aug-13,2013,12500,170,Manual,Petrol,6.0,59168.0
alfa-romeo,Alfa Romeo Giulietta,red,Sep-14,2014,19999,241,Automatic,Petrol,7.0,97500.0
alfa-romeo,Alfa Romeo Giulietta,grey,Apr-15,2015,15999,241,Automatic,Petrol,7.0,75000.0
alfa-romeo,Alfa Romeo Giulietta,grey,Dec-15,2015,16990,241,Automatic,Petrol,7.0,101390.0
alfa-romeo,Alfa Romeo Giulietta,grey,Jul-15,2015,11000,105,Manual,Diesel,4.0,110828.0
alfa-romeo,Alfa Romeo Giulietta,black,Jul-16,2016,19799,241,Automatic,Petrol,7.0,109000.0
alfa-romeo,Alfa Romeo Giulietta,black,Jun-16,2016,19900,241,Automatic,Petrol,7.0,92950.0
alfa-romeo,Alfa Romeo Stelvio,blue,Aug-17,2017,36950,280,Automatic,Petrol,7.0,79950.0
alfa-romeo,Alfa Romeo Stelvio,blue,Aug-17,2017,36980,280,Automatic,Petrol,7.0,79990.0
alfa-romeo,Alfa Romeo Stelvio,grey,Mar-17,2017,26690,280,Automatic,Petrol,7.0,100300.0
alfa-romeo,Alfa Romeo Stelvio,grey,May-17,2017,28880,280,Automatic,Petrol,7.0,60000.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jun-17,2017,29490,280,Automatic,Petrol,7.0,75600.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jul-17,2017,34500,280,Automatic,Petrol,7.0,52000.0
alfa-romeo,Alfa Romeo Stelvio,grey,Aug-17,2017,30999,280,Automatic,Petrol,7.0,95000.0
alfa-romeo,Alfa Romeo Stelvio,grey,Sep-17,2017,26900,200,Automatic,Petrol,7.0,80000.0
alfa-romeo,Alfa Romeo Giulia,grey,Feb-17,2017,24000,200,Automatic,Petrol,6.0,77000.0
alfa-romeo,Alfa Romeo Stelvio,red,Apr-17,2017,33980,280,Automatic,Petrol,7.0,30648.0
alfa-romeo,Alfa Romeo Stelvio,red,Mar-17,2017,27890,280,Automatic,Petrol,7.0,92900.0
alfa-romeo,Alfa Romeo Stelvio,red,Apr-17,2017,29480,280,Automatic,Petrol,7.0,72650.0
alfa-romeo,Alfa Romeo Stelvio,red,Aug-17,2017,33900,280,Automatic,Petrol,7.0,39463.0
alfa-romeo,Alfa Romeo Stelvio,red,Mar-17,2017,29800,280,Automatic,Petrol,7.0,47702.0
alfa-romeo,Alfa Romeo Stelvio,red,Jun-17,2017,28470,280,Automatic,Petrol,7.0,68090.0
alfa-romeo,Alfa Romeo Stelvio,red,Mar-17,2017,29470,280,Automatic,Petrol,7.0,63513.0
alfa-romeo,Alfa Romeo Stelvio,red,Jun-17,2017,25300,200,Automatic,Petrol,7.0,89000.0
alfa-romeo,Alfa Romeo Stelvio,black,Sep-17,2017,26500,200,Automatic,Petrol,7.0,57900.0
alfa-romeo,Alfa Romeo Stelvio,black,Nov-17,2017,29890,280,Automatic,Petrol,7.0,122000.0
alfa-romeo,Alfa Romeo Stelvio,black,Nov-17,2017,31799,280,Automatic,Petrol,7.0,62600.0
alfa-romeo,Alfa Romeo Stelvio,black,Jun-17,2017,33950,280,Automatic,Petrol,7.0,80000.0
alfa-romeo,Alfa Romeo Stelvio,silver,Apr-17,2017,28590,280,Automatic,Petrol,7.0,92000.0
alfa-romeo,Alfa Romeo Stelvio,white,Oct-17,2017,26900,200,Automatic,Petrol,7.0,82000.0
alfa-romeo,Alfa Romeo Stelvio,blue,Sep-18,2018,32850,280,Automatic,Petrol,7.0,77960.0
alfa-romeo,Alfa Romeo Stelvio,blue,Jul-18,2018,62900,510,Automatic,Petrol,9.0,39000.0
alfa-romeo,Alfa Romeo Stelvio,blue,Nov-18,2018,29900,200,Automatic,Petrol,7.0,48000.0
alfa-romeo,Alfa Romeo Stelvio,brown,Feb-18,2018,32800,280,Automatic,Petrol,8.0,68700.0
alfa-romeo,Alfa Romeo Stelvio,grey,Nov-18,2018,28900,280,Automatic,Petrol,7.0,67398.0
alfa-romeo,Alfa Romeo Stelvio,grey,Oct-18,2018,54770,510,Automatic,Petrol,9.0,60167.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jul-18,2018,54900,510,Automatic,Petrol,9.0,56514.0
alfa-romeo,Alfa Romeo Giulia,red,Aug-18,2018,25490,200,Automatic,Petrol,6.0,99978.0
alfa-romeo,Alfa Romeo Stelvio,red,Apr-18,2018,48550,510,Automatic,Petrol,9.0,77700.0
alfa-romeo,Alfa Romeo Stelvio,red,Jul-18,2018,29990,280,Automatic,Petrol,7.0,53292.0
alfa-romeo,Alfa Romeo Stelvio,red,Nov-18,2018,34600,280,Automatic,Petrol,7.0,41400.0
alfa-romeo,Alfa Romeo Stelvio,black,Jun-18,2018,31490,200,Automatic,Petrol,7.0,31619.0
alfa-romeo,Alfa Romeo Stelvio,black,Aug-18,2018,26280,280,Automatic,Petrol,7.0,94829.0
alfa-romeo,Alfa Romeo Stelvio,black,Dec-18,2018,54900,510,Automatic,Petrol,9.0,69000.0
alfa-romeo,Alfa Romeo Stelvio,black,Jun-18,2018,31800,280,Automatic,Petrol,7.0,57200.0
alfa-romeo,Alfa Romeo Stelvio,black,Dec-18,2018,34980,200,Automatic,Petrol,7.0,18750.0
alfa-romeo,Alfa Romeo Stelvio,black,Aug-18,2018,33333,280,Automatic,Petrol,7.0,68115.0
alfa-romeo,Alfa Romeo Stelvio,black,Jan-18,2018,36990,200,Automatic,Petrol,7.0,44500.0
alfa-romeo,Alfa Romeo Stelvio,white,Feb-18,2018,33990,280,Automatic,Petrol,7.0,73743.0
alfa-romeo,Alfa Romeo Stelvio,white,Jan-18,2018,43890,280,Automatic,Petrol,7.0,105919.0
alfa-romeo,Alfa Romeo Stelvio,white,Jan-18,2018,27489,200,Automatic,Petrol,7.0,99895.0
alfa-romeo,Alfa Romeo Stelvio,white,Jul-18,2018,33900,280,Automatic,Petrol,7.0,67600.0
alfa-romeo,Alfa Romeo Stelvio,blue,Mar-19,2019,30700,280,Automatic,Petrol,8.0,76500.0
alfa-romeo,Alfa Romeo Stelvio,blue,Dec-19,2019,35440,280,Automatic,Petrol,7.0,47100.0
alfa-romeo,Alfa Romeo Stelvio,brown,Feb-19,2019,36990,280,Automatic,Petrol,8.0,66340.0
alfa-romeo,Alfa Romeo Stelvio,grey,Mar-19,2019,33990,200,Automatic,Petrol,8.0,33804.0
alfa-romeo,Alfa Romeo Stelvio,grey,Apr-19,2019,27900,200,Automatic,Petrol,8.0,89000.0
alfa-romeo,Alfa Romeo Stelvio,grey,Feb-19,2019,32880,280,Automatic,Petrol,7.0,79180.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jun-19,2019,32900,280,Automatic,Petrol,7.0,49000.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jun-19,2019,32950,200,Automatic,Petrol,7.0,26501.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jan-19,2019,34500,200,Automatic,Petrol,8.0,58000.0
alfa-romeo,Alfa Romeo Stelvio,grey,Apr-19,2019,39900,280,Automatic,Petrol,8.0,39800.0
alfa-romeo,Alfa Romeo Stelvio,grey,Feb-19,2019,59490,510,Automatic,Petrol,9.0,45500.0
alfa-romeo,Alfa Romeo Stelvio,green,Apr-19,2019,35900,280,Automatic,Petrol,8.0,39075.0
alfa-romeo,Alfa Romeo Stelvio,red,Oct-19,2019,26980,200,Automatic,Petrol,7.0,31500.0
alfa-romeo,Alfa Romeo Stelvio,red,May-19,2019,31880,200,Automatic,Petrol,8.0,25866.0
alfa-romeo,Alfa Romeo Stelvio,red,Jul-19,2019,33499,280,Automatic,Petrol,8.0,41500.0
alfa-romeo,Alfa Romeo Stelvio,red,Feb-19,2019,30980,280,Automatic,Petrol,7.0,42759.0
alfa-romeo,Alfa Romeo Stelvio,red,Jun-19,2019,26000,200,Automatic,Petrol,8.0,82000.0
alfa-romeo,Alfa Romeo Stelvio,red,Jul-19,2019,36900,280,Automatic,Petrol,8.0,34990.0
alfa-romeo,Alfa Romeo Stelvio,black,Jul-19,2019,35490,280,Automatic,Petrol,7.0,34635.0
alfa-romeo,Alfa Romeo Stelvio,black,Apr-19,2019,38700,280,Automatic,Petrol,8.0,26000.0
alfa-romeo,Alfa Romeo Stelvio,black,Apr-19,2019,33499,200,Automatic,Petrol,7.0,24043.0
alfa-romeo,Alfa Romeo Stelvio,black,Mar-19,2019,59900,510,Automatic,Petrol,9.0,51336.0
alfa-romeo,Alfa Romeo Stelvio,black,Apr-19,2019,42990,280,Automatic,Petrol,7.0,19000.0
alfa-romeo,Alfa Romeo Stelvio,white,Apr-19,2019,29990,280,Automatic,Petrol,8.0,59746.0
alfa-romeo,Alfa Romeo Stelvio,white,Oct-19,2019,32990,280,Automatic,Petrol,7.0,70407.0
alfa-romeo,Alfa Romeo Stelvio,white,Jan-19,2019,54990,510,Automatic,Petrol,9.0,60230.0
alfa-romeo,Alfa Romeo Stelvio,white,Jun-19,2019,36900,200,Automatic,Petrol,7.0,41051.0
alfa-romeo,Alfa Romeo Stelvio,blue,Apr-20,2020,34870,200,Automatic,Petrol,7.0,29693.0
alfa-romeo,Alfa Romeo Giulia,blue,Oct-20,2020,44500,280,Automatic,Petrol,7.0,45000.0
alfa-romeo,Alfa Romeo Stelvio,blue,Feb-20,2020,58490,280,Automatic,Petrol,7.0,36900.0
alfa-romeo,Alfa Romeo Stelvio,grey,May-20,2020,34690,200,Automatic,Petrol,7.0,21300.0
alfa-romeo,Alfa Romeo Stelvio,grey,May-20,2020,34490,200,Automatic,Petrol,7.0,21300.0
alfa-romeo,Alfa Romeo Stelvio,grey,Feb-20,2020,60890,510,Automatic,Petrol,10.0,36150.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jul-20,2020,34750,280,Automatic,Petrol,8.0,7580.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jun-20,2020,36990,200,Automatic,Petrol,8.0,26600.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jul-20,2020,34990,200,Automatic,Petrol,7.0,42617.0
alfa-romeo,Alfa Romeo Stelvio,grey,Feb-20,2020,39900,280,Automatic,Petrol,7.0,45400.0
alfa-romeo,Alfa Romeo Giulia,grey,Oct-20,2020,30000,136,Automatic,Diesel,5.0,11500.0
alfa-romeo,Alfa Romeo Giulia,red,May-20,2020,39950,280,Automatic,Petrol,7.0,24000.0
alfa-romeo,Alfa Romeo Stelvio,red,Oct-20,2020,35490,200,Automatic,Petrol,7.0,48999.0
alfa-romeo,Alfa Romeo Giulia,red,Sep-20,2020,40000,280,Automatic,Petrol,7.0,30000.0
alfa-romeo,Alfa Romeo Stelvio,black,Jul-20,2020,35750,200,Automatic,Petrol,8.0,37393.0
alfa-romeo,Alfa Romeo Stelvio,black,Sep-20,2020,66990,510,Automatic,Petrol,10.0,35000.0
alfa-romeo,Alfa Romeo Stelvio,black,May-20,2020,39990,201,Automatic,Petrol,7.0,17101.0
alfa-romeo,Alfa Romeo Giulia,white,Aug-20,2020,64700,510,Automatic,Petrol,12.0,6340.0
alfa-romeo,Alfa Romeo Giulia,white,Feb-20,2020,35990,200,Automatic,Petrol,7.0,48499.0
alfa-romeo,Alfa Romeo Stelvio,white,Jun-20,2020,38890,280,Automatic,Petrol,8.0,23800.0
alfa-romeo,Alfa Romeo Stelvio,blue,Apr-21,2021,44890,280,Automatic,Petrol,7.0,34500.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jul-21,2021,72690,510,Automatic,Petrol,10.0,45000.0
alfa-romeo,Alfa Romeo Giulia,grey,Jan-21,2021,70890,510,Automatic,Petrol,9.0,44900.0
alfa-romeo,Alfa Romeo Giulia,grey,Nov-21,2021,36990,190,Automatic,Diesel,5.0,55000.0
alfa-romeo,Alfa Romeo Stelvio,red,Dec-21,2021,54900,280,Automatic,Petrol,7.0,9980.0
alfa-romeo,Alfa Romeo Giulia,red,Oct-21,2021,46875,209,Automatic,Diesel,0.0,3850.0
alfa-romeo,Alfa Romeo Giulia,black,Nov-21,2021,41750,190,Automatic,Diesel,5.0,6300.0
alfa-romeo,Alfa Romeo Stelvio,black,Mar-21,2021,67800,510,Automatic,Petrol,10.0,44355.0
alfa-romeo,Alfa Romeo Stelvio,black,Oct-21,2021,76990,510,Automatic,Petrol,10.0,20500.0
alfa-romeo,Alfa Romeo Stelvio,silver,Mar-21,2021,72990,510,Automatic,Petrol,10.0,25100.0
alfa-romeo,Alfa Romeo Giulia,white,May-21,2021,56990,280,Automatic,Petrol,7.0,2725.0
alfa-romeo,Alfa Romeo Giulia,blue,Dec-22,2022,75490,510,Automatic,Petrol,10.0,50.0
alfa-romeo,Alfa Romeo Giulia,blue,May-22,2022,77290,510,Automatic,Petrol,9.0,20.0
alfa-romeo,Alfa Romeo Stelvio,blue,Apr-22,2022,82790,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Stelvio,blue,Jan-22,2022,41900,280,Automatic,Petrol,7.0,100.0
alfa-romeo,Alfa Romeo Stelvio,blue,Jan-22,2022,83790,280,Automatic,Petrol,7.0,100.0
alfa-romeo,Alfa Romeo Giulia,grey,Oct-22,2022,45890,200,Automatic,Petrol,6.0,15.0
alfa-romeo,Alfa Romeo Tonale,grey,Dec-22,2022,56900,280,Automatic,Hybrid,13.0,100.0
alfa-romeo,Alfa Romeo Tonale,grey,Sep-22,2022,40495,131,Automatic,Petrol,6.0,766.0
alfa-romeo,Alfa Romeo Tonale,grey,Oct-22,2022,45990,160,Automatic,Petrol,6.0,150.0
alfa-romeo,Alfa Romeo Tonale,grey,Jun-22,2022,36699,131,Automatic,Hybrid,5.0,5000.0
alfa-romeo,Alfa Romeo Tonale,grey,Aug-22,2022,36699,131,Automatic,Hybrid,5.0,5.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jun-22,2022,85490,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Stelvio,grey,Apr-22,2022,84490,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Stelvio,grey,Jul-22,2022,80990,510,Automatic,Petrol,10.0,50.0
alfa-romeo,Alfa Romeo Giulia,grey,Jun-22,2022,83290,510,Automatic,Petrol,9.0,20.0
alfa-romeo,Alfa Romeo Tonale,grey,Dec-22,2022,50890,280,Automatic,Hybrid,14.0,2500.0
alfa-romeo,Alfa Romeo Giulia,grey,Aug-22,2022,52990,280,Automatic,Petrol,8.0,50.0
alfa-romeo,Alfa Romeo Giulia,grey,Oct-22,2022,35488,280,Automatic,Petrol,8.0,50.0
alfa-romeo,Alfa Romeo Tonale,grey,Dec-22,2022,49780,280,Automatic,Hybrid,14.0,8000.0
alfa-romeo,Alfa Romeo Stelvio,green,Jul-22,2022,74890,510,Automatic,Petrol,9.0,18600.0
alfa-romeo,Alfa Romeo Tonale,red,Jul-22,2022,37975,131,Automatic,Petrol,6.0,9000.0
alfa-romeo,Alfa Romeo Giulia,red,Jul-22,2022,50256,190,Automatic,Diesel,5.0,1000.0
alfa-romeo,Alfa Romeo Giulia,red,Oct-22,2022,81987,510,Automatic,Petrol,9.0,700.0
alfa-romeo,Alfa Romeo Tonale,red,Dec-22,2022,49990,280,Automatic,Hybrid,14.0,15.0
alfa-romeo,Alfa Romeo Tonale,red,Dec-22,2022,51900,280,Automatic,Hybrid,13.0,5500.0
alfa-romeo,Alfa Romeo Tonale,red,Dec-22,2022,52850,280,Automatic,Hybrid,14.0,5000.0
alfa-romeo,Alfa Romeo Stelvio,red,Jun-22,2022,90790,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Stelvio,red,Jul-22,2022,87990,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Giulia,black,Mar-22,2022,49890,280,Automatic,Petrol,8.0,15.0
alfa-romeo,Alfa Romeo Stelvio,black,Oct-22,2022,81990,510,Automatic,Petrol,10.0,7064.0
alfa-romeo,Alfa Romeo Stelvio,black,Oct-22,2022,82990,510,Automatic,Petrol,10.0,99.0
alfa-romeo,Alfa Romeo Tonale,black,Oct-22,2022,43499,160,Automatic,Hybrid,6.0,1000.0
alfa-romeo,Alfa Romeo Stelvio,black,Dec-22,2022,84990,510,Automatic,Petrol,10.0,2990.0
alfa-romeo,Alfa Romeo Giulia,black,Oct-22,2022,74800,510,Automatic,Petrol,9.0,7200.0
alfa-romeo,Alfa Romeo Stelvio,black,Mar-22,2022,49970,200,Automatic,Petrol,7.0,16668.0
alfa-romeo,Alfa Romeo Giulia,black,Jun-22,2022,88690,510,Automatic,Petrol,9.0,20.0
alfa-romeo,Alfa Romeo Tonale,white,Oct-22,2022,44988,160,Automatic,Hybrid,5.0,10.0
alfa-romeo,Alfa Romeo Giulia,white,Jun-22,2022,52990,209,Automatic,Diesel,5.0,2750.0
alfa-romeo,Alfa Romeo Giulia,gold,Dec-22,2022,77490,510,Automatic,Petrol,10.0,50.0
alfa-romeo,Alfa Romeo Giulia,gold,Jun-22,2022,79990,510,Automatic,Petrol,9.0,3120.0
alfa-romeo,Alfa Romeo Giulia,gold,Jun-22,2022,85990,510,Automatic,Petrol,9.0,3120.0
alfa-romeo,Alfa Romeo Stelvio,gold,Jun-22,2022,87390,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Stelvio,gold,Jul-22,2022,93990,510,Automatic,Petrol,10.0,20.0
alfa-romeo,Alfa Romeo Stelvio,gold,Jun-22,2022,81550,510,Automatic,Petrol,10.0,199.0
alfa-romeo,Alfa Romeo Tonale,blue,Feb-23,2023,60590,280,Automatic,Hybrid,14.0,1563.0
alfa-romeo,Alfa Romeo Giulia,blue,Mar-23,2023,79850,510,Automatic,Petrol,9.0,5.0
alfa-romeo,Alfa Romeo Tonale,grey,Mar-23,2023,64990,160,Automatic,Petrol,6.0,6.0
alfa-romeo,Alfa Romeo Tonale,grey,Feb-23,2023,57470,280,Automatic,Hybrid,14.0,20.0
alfa-romeo,Alfa Romeo Tonale,green,Feb-23,2023,56990,280,Automatic,Hybrid,14.0,15.0
alfa-romeo,Alfa Romeo Giulia,red,Apr-23,2023,68440,280,Automatic,Petrol,8.0,1000.0
alfa-romeo,Alfa Romeo Giulia,red,Feb-23,2023,56990,280,Automatic,Petrol,8.0,5500.0
alfa-romeo,Alfa Romeo Tonale,red,Mar-23,2023,55490,207,Automatic,Hybrid,14.0,50.0
alfa-romeo,Alfa Romeo Tonale,black,Mar-23,2023,55900,280,Automatic,Hybrid,15.0,500.0
alfa-romeo,Alfa Romeo Stelvio,black,Jun-23,2023,87980,510,Automatic,Petrol,10.0,10.0
alfa-romeo,Alfa Romeo Giulia,black,Mar-23,2023,83990,510,Automatic,Petrol,9.0,10.0
alfa-romeo,Alfa Romeo Giulia,silver,Feb-23,2023,50550,280,Automatic,Petrol,7.0,15.0
alfa-romeo,Alfa Romeo Stelvio,white,Apr-23,2023,59950,209,Automatic,Diesel,6.0,3025.0
alfa-romeo,Alfa Romeo Tonale,white,May-23,2023,49585,160,Automatic,Petrol,6.0,10.0
alfa-romeo,Alfa Romeo Giulia,gold,Jan-23,2023,85490,510,Automatic,Petrol,9.0,10.0
aston-martin,Aston Martin V8,blue,Sep-07,2007,49007,385,Manual,Petrol,15.0,31350.0
aston-martin,Aston Martin V8,silver,Oct-07,2007,59900,385,Automatic,Petrol,15.0,39500.0
aston-martin,Aston Martin DB9,black,Apr-09,2009,63500,476,Semi-automatic,Petrol,18.0,55000.0
aston-martin,Aston Martin Vantage,black,Apr-09,2009,61500,405,Automatic,Petrol,14.0,31000.0
aston-martin,Aston Martin Virage,white,Sep-12,2012,126800,498,Automatic,Petrol,15.0,24600.0
aston-martin,Aston Martin DB9,white,Sep-12,2012,126800,498,Automatic,Petrol,15.0,24600.0
aston-martin,Aston Martin Vantage,silver,Sep-16,2016,238000,571,Manual,Petrol,17.0,95.0
aston-martin,Aston Martin Vantage,silver,Jun-17,2017,300000,571,Manual,Petrol,17.0,9750.0
aston-martin,Aston Martin DB11,blue,May-19,2019,174850,510,Automatic,Petrol,10.0,13375.0
aston-martin,Aston Martin DBX,green,Nov-20,2020,179000,551,Automatic,Petrol,7.0,22500.0
aston-martin,Aston Martin DBX,black,Apr-21,2021,159900,551,Automatic,Petrol,7.0,7000.0
aston-martin,Aston Martin DBX,silver,Oct-22,2022,255707,707,Automatic,Petrol,14.0,3100.0
aston-martin,Aston Martin DBX,orange,Feb-23,2023,285707,707,Automatic,Petrol,14.0,1500.0
audi,Audi Cabriolet,blue,Mar-99,1999,5350,125,Manual,Petrol,9.0,258000.0
audi,Audi Cabriolet,blue,Mar-99,1999,5350,125,Manual,Petrol,9.0,258000.0
audi,Audi A4,blue,Aug-99,1999,2599,110,Manual,Petrol,6.0,265100.0
audi,Audi Cabriolet,black,Nov-99,1999,8890,125,Manual,Petrol,9.0,224555.0
audi,Audi A6,silver,Sep-99,1999,7999,150,Manual,Diesel,7.0,191795.0
audi,Audi A6,silver,Sep-99,1999,6999,150,Manual,Diesel,7.0,191795.0
audi,Audi A4,silver,Oct-99,1999,4500,101,Manual,Petrol,8.0,74000.0
audi,Audi A6,silver,Jun-99,1999,6500,150,Manual,Diesel,7.0,120000.0
audi,Audi A4,silver,Jun-99,1999,5950,101,Manual,Petrol,8.0,83105.0
audi,Audi A3,silver,Oct-99,1999,1500,102,Manual,Petrol,8.0,186858.0
audi,Audi A4,silver,Mar-99,1999,2999,101,Manual,Petrol,8.0,198500.0
audi,Audi A4,white,Nov-99,1999,3000,179,Manual,Petrol,8.0,276000.0
audi,Audi Cabriolet,blue,May-00,2000,7990,125,Manual,Petrol,9.0,136000.0
audi,Audi A6,blue,Dec-00,2000,2650,150,Manual,Diesel,7.0,182000.0
audi,Audi A4,silver,Feb-00,2000,3900,102,Manual,Petrol,8.0,145000.0
audi,Audi Cabriolet,silver,Dec-00,2000,7250,125,Manual,Petrol,9.0,151000.0
audi,Audi Cabriolet,silver,Jun-00,2000,7800,125,Manual,Petrol,9.0,98800.0
audi,Audi A4,silver,Dec-00,2000,3690,165,Automatic,Petrol,10.0,197000.0
audi,Audi RS4,silver,Sep-00,2000,47800,381,Manual,Petrol,12.0,194000.0
audi,Audi Cabriolet,silver,Jun-00,2000,6000,125,Manual,Petrol,9.0,128000.0
audi,Audi A3,blue,Oct-01,2001,1400,131,Semi-automatic,Diesel,6.0,270000.0
audi,Audi A4,blue,Apr-01,2001,2300,116,Manual,Diesel,6.0,316400.0
audi,Audi A4,blue,Mar-01,2001,1999,179,Manual,Diesel,8.0,240890.0
audi,Audi A2,grey,Oct-01,2001,2899,75,Manual,Petrol,6.0,203000.0
audi,Audi A4,grey,Sep-01,2001,1100,131,Automatic,Petrol,8.0,261000.0
audi,Audi A2,black,Jun-01,2001,2750,75,Manual,Petrol,6.0,220000.0
audi,Audi A2,silver,Jun-01,2001,10880,75,Manual,Petrol,6.0,32900.0
audi,Audi RS4,silver,Mar-01,2001,45000,381,Manual,Petrol,12.0,222200.0
audi,Audi A2,silver,Dec-01,2001,3000,75,Manual,Petrol,6.0,157700.0
audi,Audi A4,silver,Nov-01,2001,2950,155,Manual,Diesel,7.0,315000.0
audi,Audi A2,silver,Sep-01,2001,3950,75,Manual,Petrol,6.0,220000.0
audi,Audi A2,silver,Oct-01,2001,6450,75,Manual,Petrol,6.0,200000.0
audi,Audi A2,silver,Jul-01,2001,3580,75,Manual,Petrol,6.0,182601.0
audi,Audi A2,silver,Aug-01,2001,3998,75,Manual,Petrol,6.0,214900.0
audi,Audi A6,silver,Apr-01,2001,3000,150,Manual,Diesel,7.0,255000.0
audi,Audi A4,silver,Dec-01,2001,4000,131,Manual,Petrol,8.0,215000.0
audi,Audi A2,blue,Jul-02,2002,3990,110,Manual,Petrol,6.0,224500.0
audi,Audi A2,blue,Aug-02,2002,2980,110,Manual,Petrol,6.0,221689.0
audi,Audi A4,blue,Apr-02,2002,7800,170,Manual,Petrol,9.0,155000.0
audi,Audi A2,blue,Jun-02,2002,1990,75,Manual,Petrol,6.0,95500.0
audi,Audi A2,grey,Jul-02,2002,2999,75,Manual,Petrol,6.0,188000.0
audi,Audi A6,black,Mar-02,2002,4569,179,Manual,Diesel,8.0,330255.0
audi,Audi A2,black,Jun-02,2002,1950,110,Manual,Petrol,6.0,217000.0
audi,Audi A6,black,Mar-02,2002,1499,179,Manual,Diesel,8.0,355000.0
audi,Audi A2,black,Oct-02,2002,2950,75,Manual,Petrol,6.0,252000.0
audi,Audi A4,silver,Aug-02,2002,1200,155,Automatic,Diesel,7.0,211000.0
audi,Audi A4,silver,Apr-02,2002,4333,131,Manual,Petrol,8.0,122000.0
audi,Audi A2,silver,Aug-02,2002,3500,110,Manual,Petrol,6.0,166000.0
