brand,model,color,registration_date,year,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km
dacia,Dacia Duster,blue,Feb-19,2019,16500,114,Manual,Petrol,7.0,17600.0
dacia,Dacia Duster,blue,Nov-19,2019,14985,131,Manual,Petrol,6.0,35452.0
dacia,Dacia Duster,blue,May-19,2019,16780,150,Manual,Petrol,6.0,75261.0
dacia,Dacia Duster,blue,Jun-19,2019,17850,150,Manual,Petrol,6.0,45000.0
dacia,Dacia Duster,blue,Aug-19,2019,13199,131,Manual,Petrol,6.0,71065.0
dacia,Dacia Duster,blue,Jun-19,2019,15500,131,Manual,Petrol,6.0,53000.0
dacia,Dacia Duster,brown,Dec-19,2019,16990,131,Manual,Petrol,6.0,39933.0
dacia,Dacia Duster,brown,Aug-19,2019,16550,131,Manual,Petrol,6.0,19069.0
dacia,Dacia Duster,brown,Jun-19,2019,15400,131,Manual,Petrol,6.0,44830.0
dacia,Dacia Duster,grey,Aug-19,2019,16776,150,Manual,Petrol,6.0,52150.0
dacia,Dacia Dokker,grey,Jul-19,2019,21499,131,Manual,Petrol,6.0,20600.0
dacia,Dacia Duster,grey,Apr-19,2019,16190,131,Manual,Petrol,6.0,42865.0
dacia,Dacia Dokker,grey,Mar-19,2019,15450,116,Manual,Petrol,6.0,53000.0
dacia,Dacia Duster,grey,May-19,2019,16900,131,Manual,Petrol,6.0,49650.0
dacia,Dacia Duster,grey,Jul-19,2019,16790,131,Manual,Petrol,6.0,28091.0
dacia,Dacia Duster,grey,Jun-19,2019,16288,131,Manual,Petrol,6.0,66400.0
dacia,Dacia Duster,grey,Jun-19,2019,16288,131,Manual,Petrol,6.0,66400.0
dacia,Dacia Duster,grey,Nov-19,2019,17999,150,Manual,Petrol,6.0,57000.0
dacia,Dacia Duster,grey,Jun-19,2019,16288,131,Manual,Petrol,6.0,66400.0
dacia,Dacia Duster,grey,Apr-19,2019,18990,150,Manual,Petrol,6.0,23613.0
dacia,Dacia Duster,grey,Jun-19,2019,16288,131,Manual,Petrol,6.0,66400.0
dacia,Dacia Duster,grey,Aug-19,2019,17490,150,Manual,Petrol,6.0,46113.0
dacia,Dacia Duster,grey,Jul-19,2019,17980,131,Manual,Petrol,6.0,47300.0
dacia,Dacia Duster,grey,Jun-19,2019,16288,131,Manual,Petrol,6.0,66400.0
dacia,Dacia Duster,red,May-19,2019,16990,150,Manual,Petrol,6.0,59700.0
dacia,Dacia Duster,black,Jun-19,2019,17490,150,Manual,Petrol,6.0,50990.0
dacia,Dacia Duster,black,Apr-19,2019,15990,150,Manual,Petrol,6.0,67186.0
dacia,Dacia Duster,black,Jun-19,2019,15785,131,Manual,Petrol,6.0,22718.0
dacia,Dacia Duster,black,Dec-19,2019,13950,131,Manual,Petrol,6.0,41250.0
dacia,Dacia Duster,black,Aug-19,2019,15990,131,Manual,Petrol,6.0,47000.0
dacia,Dacia Duster,black,Dec-19,2019,15490,150,Manual,Petrol,6.0,84600.0
dacia,Dacia Duster,black,Nov-19,2019,13700,131,Manual,Petrol,6.0,99000.0
dacia,Dacia Duster,black,Jul-19,2019,15200,116,Manual,Diesel,4.0,62000.0
dacia,Dacia Duster,black,Aug-19,2019,18290,131,Manual,Petrol,6.0,45956.0
dacia,Dacia Duster,black,Aug-19,2019,17490,150,Manual,Petrol,6.0,44500.0
dacia,Dacia Duster,black,Nov-19,2019,17990,150,Manual,Petrol,6.0,70737.0
dacia,Dacia Duster,black,May-19,2019,16990,150,Manual,Petrol,6.0,40955.0
dacia,Dacia Duster,black,Apr-19,2019,16899,150,Manual,Petrol,6.0,85000.0
dacia,Dacia Duster,black,Aug-19,2019,16790,131,Manual,Petrol,6.0,24550.0
dacia,Dacia Duster,black,Apr-19,2019,18480,150,Manual,Petrol,6.0,47300.0
dacia,Dacia Duster,black,Aug-19,2019,19990,150,Manual,Petrol,6.0,48505.0
dacia,Dacia Duster,silver,Jun-19,2019,18990,150,Manual,Petrol,6.0,52025.0
dacia,Dacia Duster,white,Aug-19,2019,16490,150,Manual,Petrol,6.0,53000.0
dacia,Dacia Duster,white,Jul-19,2019,15990,131,Manual,Petrol,6.0,41120.0
dacia,Dacia Duster,white,May-19,2019,16750,131,Manual,Petrol,6.0,71280.0
dacia,Dacia,white,Feb-19,2019,16480,116,Manual,Petrol,6.0,12090.0
dacia,Dacia Duster,white,Mar-19,2019,12499,131,Manual,Petrol,6.0,74558.0
dacia,Dacia Duster,white,Oct-19,2019,15785,150,Manual,Petrol,6.0,34868.0
dacia,Dacia Duster,white,Apr-19,2019,15971,131,Manual,Petrol,6.0,63750.0
dacia,Dacia Duster,orange,Aug-19,2019,17850,131,Manual,Petrol,6.0,17300.0
dacia,Dacia Duster,orange,Apr-19,2019,13999,131,Manual,Petrol,6.0,87000.0
dacia,Dacia Duster,orange,Oct-19,2019,11990,131,Manual,Petrol,6.0,97000.0
dacia,Dacia Duster,orange,May-19,2019,16990,150,Manual,Petrol,6.0,50850.0
dacia,Dacia Duster,orange,Mar-19,2019,14950,131,Manual,Petrol,6.0,82068.0
dacia,Dacia Dokker,blue,Jan-20,2020,19990,131,Manual,Petrol,6.0,34000.0
dacia,Dacia Duster,blue,Apr-20,2020,17595,150,Manual,Petrol,6.0,29906.0
dacia,Dacia Lodgy,blue,Dec-20,2020,13900,102,Manual,Petrol,6.0,15200.0
dacia,Dacia Lodgy,grey,Aug-20,2020,16390,102,Manual,Petrol,6.0,13800.0
dacia,Dacia Sandero,grey,Oct-20,2020,16490,91,Automatic,Petrol,5.0,18757.0
dacia,Dacia Lodgy,red,Sep-20,2020,12490,102,Manual,Petrol,6.0,82300.0
dacia,Dacia Duster,red,Feb-20,2020,20990,150,Manual,Petrol,6.0,17400.0
dacia,Dacia Lodgy,red,Jun-20,2020,16790,102,Manual,Petrol,6.0,24300.0
dacia,Dacia Lodgy,white,Jan-20,2020,13990,102,Manual,Petrol,6.0,54740.0
dacia,Dacia Lodgy,white,Aug-20,2020,14800,102,Manual,Petrol,6.0,49700.0
dacia,Dacia Lodgy,white,Dec-20,2020,15990,102,Manual,Petrol,6.0,28600.0
dacia,Dacia Sandero,blue,May-21,2021,17690,91,Manual,Petrol,5.0,9600.0
dacia,Dacia Duster,brown,Feb-21,2021,16980,91,Manual,LPG,5.0,27700.0
dacia,Dacia Duster,red,Feb-21,2021,21880,150,Manual,Petrol,6.0,29600.0
dacia,Dacia Sandero,red,May-21,2021,12750,91,Manual,Petrol,5.0,45750.0
dacia,Dacia Duster,black,Jun-21,2021,16980,101,Manual,LPG,5.0,37000.0
dacia,Dacia Duster,black,Oct-21,2021,17980,101,Manual,LPG,5.0,18600.0
dacia,Dacia Logan,black,Sep-21,2021,15966,91,Manual,LPG,5.0,17640.0
dacia,Dacia Sandero,black,May-21,2021,13998,91,Manual,Petrol,5.0,75603.0
dacia,Dacia Logan,white,Oct-21,2021,14400,101,Manual,LPG,6.0,52151.0
dacia,Dacia Logan,white,Oct-21,2021,14200,101,Manual,LPG,6.0,42040.0
dacia,Dacia Sandero,white,Oct-21,2021,15450,91,Manual,Petrol,5.0,56000.0
dacia,Dacia Jogger,brown,Sep-22,2022,22240,101,Manual,Petrol,6.0,15.0
dacia,Dacia Sandero,grey,Sep-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Nov-22,2022,18290,91,Manual,Petrol,5.0,100.0
dacia,Dacia Sandero,grey,Nov-22,2022,18600,91,Automatic,Petrol,5.0,0.0
dacia,Dacia Sandero,grey,Oct-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,17900,91,Manual,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Sep-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Sep-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Sandero,grey,Oct-22,2022,17900,91,Manual,Petrol,5.0,50.0
dacia,Dacia Jogger,grey,Jun-22,2022,19999,101,Manual,Petrol,6.0,9990.0
dacia,Dacia Sandero,grey,Sep-22,2022,19788,91,Automatic,Petrol,5.0,50.0
dacia,Dacia Duster,grey,Jun-22,2022,21990,131,Manual,Petrol,6.0,14604.0
dacia,Dacia Sandero,black,May-22,2022,15660,91,Manual,Petrol,5.0,8.0
dacia,Dacia Duster,white,Aug-22,2022,20980,101,Manual,LPG,7.0,10.0
dacia,Dacia Sandero,white,Aug-22,2022,15460,91,Manual,Petrol,5.0,12.0
dacia,Dacia Sandero,white,Aug-22,2022,15460,91,Manual,Petrol,5.0,12.0
dacia,Dacia Jogger,white,Oct-22,2022,20450,91,Manual,LPG,6.0,9.0
dacia,Dacia Jogger,white,Nov-22,2022,19450,91,Manual,LPG,6.0,10.0
dacia,Dacia Sandero,white,Aug-22,2022,15460,91,Manual,Petrol,5.0,9.0
dacia,Dacia Jogger,white,Oct-22,2022,19450,91,Manual,LPG,6.0,9.0
dacia,Dacia Sandero,orange,Jun-22,2022,16888,91,Manual,Petrol,5.0,1335.0
dacia,Dacia Sandero,blue,Feb-23,2023,17990,91,Automatic,Petrol,5.0,30.0
dacia,Dacia,brown,Jan-23,2023,21640,101,Manual,LPG,6.0,150.0
dacia,Dacia,brown,Jan-23,2023,21640,101,Manual,LPG,6.0,150.0
dacia,Dacia,brown,Jan-23,2023,20640,101,Manual,LPG,6.0,150.0
dacia,Dacia,brown,Jan-23,2023,20640,101,Manual,LPG,6.0,150.0
dacia,Dacia Jogger,brown,Mar-23,2023,21950,91,Manual,LPG,6.0,250.0
dacia,Dacia Jogger,brown,May-23,2023,23940,110,Manual,Petrol,6.0,200.0
dacia,Dacia Jogger,brown,Feb-23,2023,21950,91,Manual,LPG,6.0,8.0
dacia,Dacia Jogger,brown,Feb-23,2023,21950,91,Manual,LPG,6.0,8.0
dacia,Dacia Jogger,brown,Mar-23,2023,21950,91,Manual,LPG,6.0,250.0
dacia,Dacia Jogger,brown,Mar-23,2023,21950,91,Manual,LPG,6.0,250.0
dacia,Dacia Jogger,brown,Feb-23,2023,22390,101,Manual,LPG,6.0,1000.0
dacia,Dacia Jogger,brown,Feb-23,2023,21950,91,Manual,LPG,6.0,8.0
dacia,Dacia Jogger,brown,Feb-23,2023,21950,91,Manual,LPG,6.0,8.0
dacia,Dacia Jogger,brown,Feb-23,2023,21950,91,Manual,LPG,6.0,8.0
dacia,Dacia Sandero,grey,Jan-23,2023,17990,101,Manual,Petrol,7.0,1000.0
dacia,Dacia Duster,grey,Jun-23,2023,23600,131,Manual,Petrol,6.0,20.0
dacia,Dacia,grey,Jan-23,2023,20640,101,Manual,LPG,6.0,150.0
dacia,Dacia Jogger,grey,Apr-23,2023,22397,101,Manual,Petrol,6.0,100.0
dacia,Dacia,grey,Jan-23,2023,21640,101,Manual,LPG,6.0,150.0
dacia,Dacia Jogger,grey,Jan-23,2023,21890,101,Manual,Petrol,6.0,4450.0
dacia,Dacia,black,Mar-23,2023,23400,101,Manual,Petrol,6.0,1000.0
dacia,Dacia Sandero,black,Jan-23,2023,16980,91,Manual,Petrol,5.0,331.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,silver,Jan-23,2023,19950,91,Manual,LPG,6.0,10.0
dacia,Dacia Jogger,white,Jan-23,2023,20450,91,Manual,LPG,6.0,12.0
dacia,Dacia Jogger,white,Apr-23,2023,21339,101,Manual,LPG,6.0,12.0
dacia,Dacia Jogger,white,Jan-23,2023,20450,91,Manual,LPG,6.0,12.0
dacia,Dacia Jogger,white,Apr-23,2023,21699,101,Manual,Petrol,6.0,100.0
dacia,Dacia Jogger,white,Jan-23,2023,20450,91,Manual,LPG,6.0,12.0
dacia,Dacia Jogger,white,Jan-23,2023,21950,91,Manual,LPG,6.0,12.0
daewoo,Daewoo Rezzo,blue,Nov-03,2003,1800,121,Manual,Petrol,9.0,140000.0
daewoo,Daewoo Kalos,blue,Jan-03,2003,1850,83,Manual,Petrol,7.0,150000.0
daewoo,Daewoo Kalos,red,Nov-03,2003,1450,94,Manual,Petrol,7.0,215000.0
daewoo,Daewoo Kalos,black,Nov-03,2003,990,94,Manual,Petrol,7.0,180000.0
daewoo,Daewoo Kalos,grey,Apr-04,2004,2750,94,Manual,Petrol,7.0,86971.0
daewoo,Daewoo Kalos,green,Jan-04,2004,600,94,Manual,Petrol,7.0,145000.0
daewoo,Daewoo Kalos,black,Mar-04,2004,4990,94,Automatic,Petrol,7.0,128000.0
daewoo,Daewoo Kalos,silver,Nov-04,2004,4990,94,Manual,Petrol,7.0,53200.0
daewoo,Daewoo Rezzo,grey,Dec-05,2005,4999,121,Automatic,Petrol,9.0,158000.0
daewoo,Daewoo Kalos,green,Jan-05,2005,3000,94,Automatic,Petrol,7.0,67000.0
daewoo,Daewoo Kalos,red,Jun-05,2005,1700,94,Manual,Petrol,7.0,160000.0
daewoo,Daewoo Lanos,silver,Dec-07,2007,1800,86,Manual,Petrol,7.0,161100.0
daihatsu,Daihatsu Move,grey,Jul-97,1997,1099,42,Manual,Petrol,6.0,79268.0
daihatsu,Daihatsu Sirion,blue,May-05,2005,1999,69,Manual,Petrol,5.0,170000.0
daihatsu,Daihatsu Sirion,grey,Nov-05,2005,2790,69,Manual,Petrol,5.0,90000.0
daihatsu,Daihatsu Sirion,red,Aug-05,2005,3649,69,Manual,Petrol,5.0,114705.0
daihatsu,Daihatsu Sirion,silver,Sep-05,2005,2900,69,Manual,Petrol,5.0,98900.0
daihatsu,Daihatsu Sirion,violet,Aug-05,2005,1390,69,Manual,Petrol,5.0,120000.0
daihatsu,Daihatsu Copen,blue,Nov-06,2006,7999,87,Manual,Petrol,6.0,67000.0
daihatsu,Daihatsu Copen,grey,Nov-06,2006,8250,87,Manual,Petrol,6.0,96545.0
daihatsu,Daihatsu Copen,grey,Mar-06,2006,5950,87,Manual,Petrol,6.0,137000.0
daihatsu,Daihatsu Copen,grey,Jun-06,2006,2350,87,Manual,Petrol,6.0,216700.0
daihatsu,Daihatsu Copen,grey,Mar-06,2006,9900,87,Manual,Petrol,6.0,49000.0
daihatsu,Daihatsu Sirion,green,Sep-06,2006,499,69,Manual,Petrol,5.0,238149.0
daihatsu,Daihatsu Sirion,red,Sep-06,2006,2500,69,Manual,Petrol,5.0,94500.0
daihatsu,Daihatsu Sirion,black,Nov-06,2006,2250,69,Manual,Petrol,5.0,190000.0
daihatsu,Daihatsu Copen,blue,Mar-07,2007,9490,87,Manual,Petrol,6.0,71321.0
daihatsu,Daihatsu Sirion,blue,Jun-07,2007,3500,87,Manual,Petrol,5.0,92703.0
daihatsu,Daihatsu Copen,grey,Nov-07,2007,9550,87,Manual,Petrol,6.0,107000.0
daihatsu,Daihatsu Copen,green,May-07,2007,9999,87,Manual,Petrol,6.0,58000.0
daihatsu,Daihatsu Sirion,red,Nov-07,2007,1500,69,Manual,Petrol,5.0,129000.0
daihatsu,Daihatsu Copen,silver,Mar-07,2007,15900,87,Manual,Petrol,6.0,36541.0
daihatsu,Daihatsu Copen,silver,Nov-07,2007,9550,87,Manual,Petrol,6.0,107263.0
daihatsu,Daihatsu Copen,silver,Mar-07,2007,5490,87,Manual,Petrol,6.0,168755.0
daihatsu,Daihatsu Copen,grey,Apr-08,2008,7990,87,Manual,Petrol,6.0,113000.0
daihatsu,Daihatsu Sirion,grey,Mar-08,2008,3800,69,Manual,Petrol,5.0,87000.0
daihatsu,Daihatsu Sirion,red,Apr-08,2008,3400,69,Manual,Petrol,5.0,96900.0
daihatsu,Daihatsu Sirion,red,May-08,2008,2990,69,Manual,Petrol,5.0,130800.0
daihatsu,Daihatsu Sirion,silver,May-08,2008,4990,69,Manual,Petrol,5.0,146700.0
daihatsu,Daihatsu Sirion,white,Mar-08,2008,2300,69,Manual,Petrol,5.0,147000.0
daihatsu,Daihatsu Sirion,grey,Jun-09,2009,3999,69,Manual,Petrol,5.0,63000.0
daihatsu,Daihatsu Sirion,black,Sep-10,2010,2700,69,Manual,Petrol,5.0,114500.0
daihatsu,Daihatsu Sirion,red,Feb-11,2011,4099,69,Manual,Petrol,5.0,135527.0
daihatsu,Daihatsu Sirion,black,Sep-11,2011,6499,69,Manual,Petrol,5.0,86252.0
daihatsu,Daihatsu Copen,white,Apr-11,2011,14990,87,Manual,Petrol,6.0,27350.0
daihatsu,Daihatsu Sirion,blue,Mar-12,2012,4700,69,Manual,Petrol,5.0,91000.0
dodge,Dodge Caliber,blue,Feb-08,2008,7850,156,Automatic,Petrol,8.0,151356.0
dodge,Dodge Nitro,black,Mar-10,2010,14999,177,Automatic,Diesel,9.0,84958.0
dodge,Dodge Grand Caravan,grey,Feb-17,2017,21000,287,Automatic,Petrol,11.0,55700.0
dodge,Dodge Challenger,green,Jan-18,2018,39500,492,Automatic,Petrol,13.0,31400.0
dodge,Dodge Durango,black,Nov-18,2018,39900,364,Automatic,LPG,18.0,46350.0
dodge,Dodge Challenger,black,Jan-18,2018,29999,309,Automatic,Petrol,12.0,69000.0
dodge,Dodge RAM,black,Oct-18,2018,58880,401,Automatic,LPG,0.0,85451.0
dodge,Dodge Durango,white,Oct-18,2018,43490,364,Automatic,Petrol,15.0,83000.0
dodge,Dodge RAM,grey,Jun-19,2019,44990,401,Automatic,LPG,12.0,74000.0
dodge,Dodge RAM,grey,Jun-19,2019,44990,401,Automatic,Petrol,12.0,74000.0
dodge,Dodge Challenger,black,Jan-19,2019,36000,377,Automatic,Petrol,12.0,78800.0
dodge,Dodge RAM,black,Mar-19,2019,73890,401,Automatic,LPG,0.0,70315.0
dodge,Dodge Challenger,black,Jun-19,2019,26500,309,Automatic,Petrol,13.0,53700.0
dodge,Dodge Charger,black,Jul-19,2019,34999,375,Automatic,Petrol,11.0,36000.0
dodge,Dodge Durango,grey,Mar-20,2020,52753,389,Automatic,Petrol,18.0,16495.0
dodge,Dodge Grand Caravan,red,Jan-20,2020,21900,287,Automatic,Petrol,11.0,120407.0
dodge,Dodge Durango,grey,Sep-21,2021,84990,495,Automatic,Petrol,12.0,43700.0
dodge,Dodge RAM,grey,Dec-21,2021,136800,711,Automatic,Petrol,21.0,8850.0
dodge,Dodge RAM,grey,Dec-21,2021,47990,711,Automatic,Petrol,21.0,8850.0
dodge,Dodge RAM,black,Oct-21,2021,129690,401,Automatic,Petrol,21.0,12500.0
dodge,Dodge Durango,black,Aug-21,2021,59990,360,Automatic,Petrol,12.0,57700.0
dodge,Dodge Durango,black,Aug-22,2022,69800,364,Automatic,Petrol,18.0,12520.0
dodge,Dodge Durango,black,Aug-22,2022,69800,364,Automatic,Petrol,18.0,12520.0
dodge,Dodge RAM,black,Nov-22,2022,89500,401,Automatic,LPG,14.0,15000.0
dodge,Dodge RAM,white,Dec-22,2022,139900,407,Automatic,Diesel,14.0,100.0
dodge,Dodge Durango,black,May-23,2023,76950,364,Automatic,Petrol,18.0,1501.0
ferrari,Ferrari 599,red,Feb-07,2007,199599,620,Automatic,Petrol,21.0,19914.0
ferrari,Ferrari FF,black,Jan-13,2013,149900,661,Automatic,Petrol,10.0,19652.0
ferrari,Ferrari FF,black,Apr-15,2015,149900,661,Automatic,Petrol,10.0,59895.0
ferrari,Ferrari 488,red,May-19,2019,338888,670,Automatic,Petrol,11.0,17000.0
ferrari,Ferrari 812,black,Mar-19,2019,359900,799,Automatic,Petrol,15.0,16500.0
ferrari,Ferrari F8 Spider,yellow,Dec-20,2020,328980,721,Automatic,Petrol,12.0,33407.0
ferrari,Ferrari Roma,silver,Sep-20,2020,229000,620,Automatic,Petrol,11.0,21600.0
ferrari,Ferrari F8 Spider,yellow,Mar-21,2021,389900,721,Automatic,Petrol,13.0,4400.0
ferrari,Ferrari F8 Tributo,red,Feb-21,2021,330000,721,Automatic,Petrol,21.0,2000.0
ferrari,Ferrari F8 Spider,red,Jul-21,2021,375000,721,Automatic,Petrol,13.0,5000.0
ferrari,Ferrari Roma,black,Nov-21,2021,222500,620,Automatic,Petrol,11.0,1000.0
ferrari,Ferrari F8 Spider,black,Feb-21,2021,349900,721,Automatic,Petrol,13.0,15500.0
ferrari,Ferrari F8 Spider,white,Aug-21,2021,369900,721,Automatic,Petrol,13.0,3500.0
ferrari,Ferrari Roma,grey,Mar-22,2022,279900,620,Automatic,Petrol,15.0,12200.0
ferrari,Ferrari F8 Tributo,red,May-22,2022,389999,721,Automatic,Petrol,12.0,2580.0
ferrari,Ferrari F8 Tributo,red,Apr-22,2022,334990,721,Automatic,Petrol,12.0,1250.0
ferrari,Ferrari,white,Feb-22,2022,329900,721,Automatic,Petrol,12.0,890.0
ferrari,Ferrari F8 Spider,yellow,Feb-23,2023,419980,721,Automatic,Petrol,12.0,91.0
ferrari,Ferrari Roma,red,Jun-23,2023,314900,620,Automatic,Petrol,15.0,45.0
ferrari,Ferrari F8 Spider,red,Feb-23,2023,409980,721,Automatic,Petrol,12.0,98.0
ferrari,Ferrari F8 Tributo,red,May-23,2023,389980,721,Automatic,Petrol,12.0,252.0
ferrari,Ferrari F8 Tributo,black,Mar-23,2023,424990,721,Automatic,Petrol,12.0,158.0
ferrari,Ferrari Roma,black,Apr-23,2023,264900,620,Automatic,Petrol,15.0,957.0
fiat,Fiat Punto,blue,Jun-04,2004,1899,80,Manual,Petrol,6.0,144318.0
fiat,Fiat Punto,blue,Jun-05,2005,2000,80,Manual,Petrol,6.0,147000.0
fiat,Fiat Punto,blue,Sep-06,2006,4595,95,Manual,Petrol,6.0,60000.0
fiat,Fiat Grande Punto,black,Jun-07,2007,1200,95,Manual,Petrol,6.0,140000.0
fiat,Fiat Grande Punto,black,Apr-08,2008,3990,95,Manual,Petrol,6.0,107000.0
fiat,Fiat Grande Punto,black,Apr-08,2008,6000,95,Manual,Petrol,6.0,154500.0
fiat,Fiat Qubo,black,Sep-08,2008,5990,73,Manual,Petrol,7.0,130000.0
fiat,Fiat 500,black,Oct-08,2008,6990,69,Automatic,Petrol,5.0,160000.0
fiat,Fiat Grande Punto,white,Jan-08,2008,2200,90,Manual,Diesel,4.0,218000.0
fiat,Fiat Qubo,blue,Oct-09,2009,4590,73,Manual,Petrol,7.0,119000.0
fiat,Fiat Qubo,blue,Apr-09,2009,4200,73,Manual,Petrol,7.0,184000.0
fiat,Fiat Panda,blue,Oct-09,2009,2950,54,Manual,Petrol,5.0,153000.0
fiat,Fiat Qubo,blue,May-09,2009,3899,73,Manual,Petrol,7.0,170000.0
fiat,Fiat New Panda,blue,Dec-09,2009,2999,54,Manual,Petrol,5.0,155000.0
fiat,Fiat Grande Punto,blue,Sep-09,2009,1900,95,Manual,Petrol,6.0,182000.0
fiat,Fiat Grande Punto,blue,Jun-09,2009,3290,95,Manual,Petrol,6.0,55934.0
fiat,Fiat Grande Punto,blue,Jun-09,2009,4000,95,Manual,Petrol,6.0,140000.0
fiat,Fiat Panda,yellow,May-09,2009,2599,54,Manual,Petrol,5.0,145000.0
fiat,Fiat New Panda,yellow,Sep-09,2009,1990,54,Manual,Petrol,5.0,246000.0
fiat,Fiat Panda,yellow,Apr-09,2009,2285,54,Manual,Petrol,5.0,175922.0
fiat,Fiat Qubo,red,Feb-09,2009,3490,73,Manual,Petrol,7.0,179176.0
fiat,Fiat Panda,red,Jul-09,2009,2599,54,Manual,Petrol,5.0,87562.0
fiat,Fiat Panda,red,May-09,2009,3149,54,Manual,Petrol,5.0,84270.0
fiat,Fiat Panda,black,Jun-09,2009,1590,60,Manual,Petrol,5.0,163000.0
fiat,Fiat Panda,white,Apr-09,2009,2200,54,Manual,Petrol,5.0,150000.0
fiat,Fiat Panda,white,Jun-09,2009,1850,54,Manual,Petrol,5.0,171874.0
fiat,Fiat 500,white,May-09,2009,5980,101,Automatic,Petrol,6.0,127196.0
fiat,Fiat 500C,black,Sep-10,2010,8880,69,Automatic,Petrol,5.0,97000.0
fiat,Fiat Panda,black,Aug-10,2010,2849,54,Manual,Petrol,5.0,127570.0
fiat,Fiat 500C,black,Dec-10,2010,8900,86,Manual,Petrol,4.0,99800.0
fiat,Fiat Panda,black,Nov-10,2010,4300,60,Manual,Petrol,5.0,70942.0
fiat,Fiat Panda,black,Jun-10,2010,2700,54,Manual,Petrol,5.0,128000.0
fiat,Fiat Panda,black,Nov-10,2010,3680,69,Manual,Petrol,1.0,129000.0
fiat,Fiat Panda,black,May-10,2010,4699,60,Manual,Petrol,5.0,64836.0
fiat,Fiat Bravo,black,May-10,2010,4000,90,Manual,Petrol,6.0,185000.0
fiat,Fiat 500,red,Mar-11,2011,7350,69,Manual,Petrol,5.0,104000.0
fiat,Fiat 500,red,Nov-11,2011,7990,86,Manual,Petrol,4.0,95140.0
fiat,Fiat 500C,red,May-11,2011,7999,86,Manual,Petrol,4.0,110000.0
fiat,Fiat 500,red,Oct-11,2011,6450,86,Manual,Petrol,4.0,127000.0
fiat,Fiat 500C,black,Oct-11,2011,6990,69,Automatic,Petrol,5.0,103602.0
fiat,Fiat Panda,black,Nov-11,2011,4500,54,Manual,Petrol,5.0,38000.0
fiat,Fiat Doblo,black,Sep-11,2011,4890,90,Automatic,Diesel,5.0,230000.0
fiat,Fiat 500C,black,Mar-11,2011,8490,86,Manual,Petrol,4.0,53000.0
fiat,Fiat 500,black,Jun-11,2011,6780,86,Manual,Petrol,4.0,138403.0
fiat,Fiat 500C,black,Jun-11,2011,6780,86,Manual,Petrol,4.0,138403.0
fiat,Fiat 500,white,Mar-11,2011,8500,69,Automatic,Petrol,5.0,69100.0
fiat,Fiat 500L,white,Jul-11,2011,6499,86,Manual,Petrol,4.0,125000.0
fiat,Fiat 500C,white,Aug-11,2011,7490,86,Manual,Petrol,4.0,113000.0
fiat,Fiat 500,blue,May-12,2012,9890,86,Manual,Petrol,4.0,73000.0
fiat,Fiat 500C,white,May-12,2012,8900,86,Manual,Petrol,4.0,87242.0
fiat,Fiat 500,white,Jun-12,2012,9999,86,Automatic,Petrol,4.0,59245.0
fiat,Fiat Qubo,white,Jul-12,2012,6400,95,Manual,Diesel,4.0,177899.0
fiat,Fiat 500,white,Jun-12,2012,7990,86,Manual,Petrol,4.0,77655.0
fiat,Fiat 500,white,Aug-12,2012,9990,86,Manual,Petrol,4.0,28000.0
fiat,Fiat 500,white,Sep-12,2012,5600,86,Manual,Petrol,4.0,112941.0
fiat,Fiat Qubo,red,May-13,2013,7900,95,Manual,Diesel,4.0,135835.0
fiat,Fiat 500,red,Aug-13,2013,9990,86,Manual,LPG,4.0,87800.0
fiat,Fiat Ducato,red,Jun-13,2013,19950,128,Automatic,Diesel,9.0,35500.0
fiat,Fiat Qubo,black,Jan-13,2013,5420,73,Manual,Petrol,7.0,178000.0
fiat,Fiat 500,black,Apr-13,2013,10299,69,Automatic,Petrol,5.0,69000.0
fiat,Fiat 500,black,Aug-13,2013,9490,86,Manual,Petrol,4.0,38500.0
